density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.9952;7.0;10.0;149.0;0.043;29.0;0.49;0.49;5
0.9934;1.2;9.7;160.0;0.042;43.0;0.12;0.49;6
0.9988;13.0;9.2;220.0;0.239;42.0;0.47;0.49;5
0.993;3.8;10.5;105.0;0.042;26.0;0.22;0.49;5
0.9952;7.0;10.0;149.0;0.043;29.0;0.49;0.49;5
0.9948;7.5;10.1;151.0;0.054;42.0;0.22;0.49;6
0.9998;15.55;9.1;134.0;0.058;50.0;0.19;0.49;7
0.9971;12.3;10.2;144.0;0.049;50.0;0.3;0.49;7
0.9998;15.55;9.1;134.0;0.058;50.0;0.19;0.49;7
0.9962;9.4;10.5;149.0;0.048;50.0;0.24;0.49;7
0.9948;7.5;10.1;151.0;0.054;42.0;0.22;0.49;6
0.99;1.2;12.1;99.0;0.036;20.0;0.21;0.49;7
0.9942;1.6;10.2;100.0;0.045;31.0;0.3;0.49;5
0.9965;1.6;9.4;166.0;0.058;39.0;0.26;0.49;4
0.9912;3.95;12.8;131.0;0.044;27.0;0.31;0.49;7
0.9978;12.8;9.0;209.0;0.076;48.0;0.42;0.74;6
0.9928;1.0;10.9;118.0;0.044;29.0;0.29;0.49;4
1.0103;31.6;8.8;176.0;0.053;35.0;0.33;0.28;6
0.9956;7.4;9.0;184.0;0.052;19.0;0.46;0.49;5
0.9936;1.3;10.2;142.0;0.046;27.0;0.28;0.49;5
0.9929;1.1;9.2;98.0;0.048;21.0;0.15;0.49;5
0.9966;7.8;11.3;162.0;0.06;34.0;0.4;0.49;6
0.9964;7.7;8.8;220.0;0.05;52.0;0.31;0.49;5
0.996;7.7;9.3;217.0;0.049;53.0;0.325;0.49;5
0.9959;7.8;9.4;217.0;0.049;62.0;0.27;0.49;6
0.9954;8.3;10.3;191.0;0.047;54.0;0.26;0.49;6
0.9914;1.4;10.8;114.0;0.047;30.0;0.21;0.49;7
1.0103;31.6;8.8;176.0;0.053;35.0;0.33;0.28;6
1.0004;15.4;9.0;177.0;0.059;32.0;0.28;0.46;4
0.9911;1.0;11.5;114.0;0.036;48.0;0.13;0.37;8
0.9938;1.0;10.8;84.0;0.04;8.0;0.445;0.56;5
0.9927;5.9;11.8;128.0;0.055;33.0;0.39;0.34;6
0.9922;1.2;10.5;72.0;0.033;20.0;0.18;0.33;7
0.9924;1.2;9.9;124.0;0.036;10.0;0.31;0.38;6
0.9963;6.7;9.8;160.0;0.046;33.0;0.24;0.18;6
0.9936;6.5;11.4;87.0;0.028;27.0;0.35;0.3;7
0.9951;4.8;9.3;168.0;0.138;41.0;0.26;0.31;5
0.9951;5.3;9.3;163.0;0.137;35.0;0.27;0.31;5
0.9955;8.9;10.3;188.0;0.046;82.0;0.22;0.29;6
0.9961;8.8;8.9;224.0;0.047;65.0;0.27;0.32;5
0.9936;6.5;11.4;87.0;0.028;27.0;0.35;0.3;7
0.992;1.8;11.1;156.0;0.032;60.0;0.23;0.37;6
0.9944;6.6;10.4;170.0;0.045;42.0;0.3;0.2;6
0.9944;5.7;10.1;117.0;0.034;18.0;0.35;0.2;5
1.0008;18.35;9.0;197.0;0.054;44.0;0.32;0.34;5
0.9962;10.0;11.9;212.0;0.046;49.0;0.31;0.3;6
0.9986;14.4;9.0;205.0;0.055;55.0;0.25;0.28;7
0.9986;14.4;9.0;205.0;0.055;55.0;0.25;0.28;7
1.0;17.85;9.1;195.0;0.049;41.5;0.26;0.33;7
0.9986;14.4;9.0;205.0;0.055;55.0;0.25;0.28;7
0.9982;9.4;10.0;147.0;0.047;42.0;0.26;0.37;5
1.0;17.85;9.1;195.0;0.049;41.5;0.26;0.33;7
0.9949;1.55;9.4;216.0;0.041;118.5;0.25;0.26;3
0.9915;1.3;11.4;123.0;0.034;28.0;0.16;0.25;6
0.9951;1.5;9.7;175.0;0.05;7.0;0.43;0.3;4
0.9986;14.4;9.0;205.0;0.055;55.0;0.25;0.28;7
0.9927;4.2;11.8;213.0;0.04;41.0;0.24;0.3;6
0.9955;8.6;10.2;198.0;0.048;54.0;0.265;0.22;5
0.9952;1.4;9.2;150.0;0.06;47.0;0.12;0.32;6
0.9928;3.0;11.0;132.0;0.036;35.0;0.21;0.33;6
0.9982;14.9;10.0;190.0;0.041;47.0;0.32;0.36;6
0.9914;2.0;12.2;190.0;0.038;39.0;0.18;0.3;6
0.9927;4.2;11.8;213.0;0.04;41.0;0.24;0.3;6
0.9918;2.2;11.6;175.0;0.043;35.0;0.26;0.29;6
0.9944;1.8;10.2;121.0;0.043;25.0;0.26;0.3;6
0.9969;11.1;10.3;208.0;0.033;43.0;0.29;0.36;5
0.9955;4.2;8.6;114.0;0.046;6.0;0.27;0.19;4
0.9954;6.4;9.6;151.0;0.058;27.0;0.33;0.42;5
0.9955;6.4;9.6;148.0;0.057;25.0;0.31;0.42;5
0.9921;1.5;11.3;127.0;0.035;32.0;0.25;0.31;6
0.9934;1.5;9.9;157.0;0.038;38.0;0.24;0.22;6
0.9998;16.95;9.6;179.0;0.056;48.0;0.26;0.29;5
0.9946;1.7;10.6;161.0;0.051;25.0;0.61;0.26;4
0.9984;13.6;9.8;180.0;0.055;50.0;0.22;0.3;5
0.9924;1.6;10.5;67.0;0.032;10.0;0.31;0.24;5
0.9939;6.1;10.8;120.0;0.037;31.0;0.2;0.3;5
0.995;3.0;10.0;178.0;0.061;25.0;0.18;0.37;6
0.9957;6.2;10.1;136.0;0.059;23.0;0.34;0.27;6
0.9953;6.6;9.4;116.0;0.123;35.0;0.3;0.24;5
0.9912;1.6;11.5;148.0;0.04;43.0;0.18;0.34;8
0.9939;6.0;10.8;108.0;0.046;29.0;0.21;0.31;6
0.9921;1.5;9.9;142.0;0.044;19.0;0.27;0.32;6
0.9954;1.7;9.0;178.0;0.05;28.0;0.2;0.33;4
0.9933;1.8;9.4;69.0;0.043;24.0;0.23;0.27;6
0.9941;2.6;10.8;180.0;0.044;30.0;0.2;0.39;7
0.995;2.7;10.9;190.0;0.052;24.0;0.15;0.48;7
0.9977;19.5;12.0;148.0;0.041;33.0;0.4;1.0;6
0.9912;1.6;11.5;148.0;0.04;43.0;0.18;0.34;8
0.9945;5.0;10.5;122.0;0.056;31.0;0.13;0.3;6
0.9952;4.6;9.3;152.0;0.064;55.0;0.17;0.22;6
0.9924;6.4;11.8;97.0;0.034;28.0;0.3;0.32;6
0.9986;14.5;10.0;212.0;0.045;68.0;0.445;0.44;6
0.9953;6.6;9.4;116.0;0.123;35.0;0.3;0.24;5
0.9939;6.7;11.4;138.0;0.036;45.0;0.22;0.33;6
0.9929;1.1;10.4;99.0;0.031;40.0;0.23;0.3;6
0.9988;13.8;9.5;198.0;0.055;68.0;0.34;0.46;6
0.9906;2.5;11.9;111.0;0.031;48.0;0.545;0.04;5
0.9914;1.1;11.1;123.0;0.041;49.0;0.3;0.31;6
0.9978;9.6;9.6;185.0;0.057;50.0;0.16;0.3;6
0.9928;4.6;12.0;178.0;0.042;56.0;0.32;0.36;6
0.9948;3.1;8.7;104.0;0.052;15.0;0.22;0.23;5
0.9978;9.6;9.6;185.0;0.057;50.0;0.16;0.3;6
0.9946;1.8;10.0;101.0;0.054;19.0;0.15;0.38;5
0.9908;1.05;11.4;55.0;0.032;4.0;0.29;0.29;4
0.9954;6.5;9.6;150.0;0.061;23.0;0.37;0.47;6
0.9906;2.0;12.9;152.0;0.038;28.0;0.38;0.4;6
0.99705;14.9;9.7;142.0;0.039;47.0;0.25;0.23;6
0.9982;10.0;9.3;169.0;0.042;33.0;0.3;0.36;6
0.9932;1.1;9.1;136.0;0.133;52.0;0.22;0.58;5
0.9977;12.0;8.6;238.0;0.053;46.0;0.34;0.31;5
0.994;4.8;9.9;87.0;0.05;33.0;0.22;0.29;5
0.9982;10.0;9.3;169.0;0.042;33.0;0.3;0.36;6
0.9929;1.2;10.9;102.0;0.044;20.0;0.27;0.24;5
0.9924;1.5;10.2;135.0;0.056;45.0;0.17;0.27;6
0.9966;10.4;9.7;174.0;0.045;44.0;0.18;0.3;6
0.9921;2.5;11.4;153.0;0.046;40.0;0.16;0.28;7
0.9967;12.3;9.5;197.0;0.045;53.0;0.255;0.44;6
0.9934;1.4;10.2;141.0;0.049;43.0;0.23;0.25;7
0.9914;2.2;11.1;93.0;0.042;33.0;0.16;0.28;6
0.99705;14.9;9.7;142.0;0.039;47.0;0.25;0.23;6
0.9961;8.0;9.3;202.0;0.053;54.0;0.27;0.25;5
0.9967;8.6;8.8;215.0;0.056;56.0;0.29;0.23;5
0.9926;1.2;10.6;53.0;0.038;12.0;0.21;0.28;5
0.99605;8.7;9.3;224.0;0.046;81.0;0.62;0.2;5
0.99435;5.4;10.2;181.0;0.042;67.0;0.28;0.19;6
0.9948;5.7;10.2;124.0;0.044;31.0;0.3;0.28;6
0.9916;1.5;11.0;98.0;0.037;20.0;0.17;0.27;7
0.997;10.9;9.6;112.0;0.037;18.0;0.21;0.3;6
0.9961;8.0;9.3;202.0;0.053;54.0;0.27;0.25;5
0.9967;8.6;8.8;215.0;0.056;56.0;0.29;0.23;5
0.9961;7.7;8.8;209.0;0.054;56.0;0.32;0.26;5
0.9955;1.7;8.9;179.0;0.051;50.0;0.32;0.22;5
0.9922;1.4;10.0;144.0;0.048;58.0;0.37;0.07;5
0.9918;4.5;12.2;102.0;0.046;33.0;0.43;0.28;7
0.9955;9.9;10.9;181.0;0.059;33.0;0.39;0.26;6
0.9941;1.4;9.5;141.0;0.041;40.0;0.18;0.26;6
0.9955;9.5;10.9;178.0;0.059;32.0;0.4;0.26;6
0.9955;9.9;10.9;181.0;0.059;33.0;0.39;0.26;6
0.9924;3.0;10.8;99.0;0.054;33.0;0.19;0.28;6
0.9973;19.6;12.0;135.0;0.03;28.0;0.49;1.0;6
0.999;14.0;9.8;163.0;0.069;42.0;0.25;0.35;5
0.9941;1.4;9.5;141.0;0.041;40.0;0.18;0.26;6
0.9922;1.8;11.0;150.0;0.034;43.0;0.15;0.36;8
0.9922;1.8;11.0;150.0;0.034;43.0;0.15;0.36;8
0.9953;5.4;9.8;150.0;0.052;47.0;0.17;0.31;5
0.9945;1.8;10.5;200.0;0.051;13.0;0.32;0.37;4
0.9945;9.25;11.4;142.0;0.034;73.0;0.21;0.26;6
0.9957;1.5;10.1;100.0;0.067;17.0;0.45;0.4;6
0.9932;6.8;11.6;127.0;0.038;54.0;0.24;0.29;7
0.9945;9.25;11.4;142.0;0.034;73.0;0.21;0.26;6
0.9913;2.6;11.8;115.0;0.04;29.0;0.33;0.26;7
0.9909;2.1;12.1;158.0;0.033;50.0;0.26;0.3;7
0.9939;7.6;12.0;122.0;0.035;37.0;0.36;0.29;5
0.991;1.6;12.1;189.0;0.026;26.0;0.2;0.24;7
0.9954;1.4;9.1;176.0;0.042;26.0;0.16;0.3;5
0.9943;1.6;9.3;117.0;0.054;25.0;0.33;0.24;5
0.993;1.4;10.4;153.0;0.056;21.0;0.22;0.36;6
1.0002;17.95;9.1;187.0;0.062;42.0;0.35;0.31;5
0.9946;2.0;9.4;120.0;0.064;23.0;0.37;0.24;5
0.9953;6.3;9.6;149.0;0.061;22.0;0.37;0.41;6
0.9918;1.4;12.0;126.0;0.037;27.0;0.37;0.32;5
0.9936;9.05;11.3;128.0;0.039;37.0;0.25;0.27;8
0.9984;15.4;8.7;173.0;0.073;56.0;0.23;0.29;6
0.9956;7.1;9.9;162.0;0.04;35.0;0.26;0.21;6
0.9966;10.2;9.3;191.0;0.049;57.0;0.3;0.22;6
0.9942;1.6;9.5;67.0;0.042;14.0;0.16;0.23;5
0.9984;15.4;8.7;173.0;0.073;56.0;0.23;0.29;6
0.9956;7.1;9.9;162.0;0.04;35.0;0.26;0.21;6
0.9966;10.2;9.3;191.0;0.049;57.0;0.3;0.22;6
0.9974;12.4;9.4;119.0;0.065;29.0;0.33;0.39;5
0.9944;3.4;9.4;116.0;0.046;9.0;0.38;0.2;5
1.0008;15.0;8.8;184.0;0.053;60.0;0.2;0.43;6
0.9974;12.4;9.4;119.0;0.065;29.0;0.33;0.39;5
1.0008;15.0;8.8;184.0;0.053;60.0;0.2;0.43;6
0.9928;1.5;9.9;184.0;0.049;39.0;0.36;0.21;6
0.9944;3.4;9.4;116.0;0.046;9.0;0.38;0.2;5
0.9908;4.8;12.6;72.0;0.042;24.0;0.46;0.24;6
0.9917;1.2;11.1;110.0;0.038;18.0;0.15;0.38;6
0.9911;4.1;12.8;100.0;0.03;31.0;0.42;0.29;7
0.9912;2.8;12.0;164.0;0.038;10.0;0.3;0.35;6
0.9953;13.9;12.0;131.0;0.029;34.0;0.27;0.3;7
0.9932;0.8;9.2;114.0;0.034;46.0;0.5;0.0;4
0.9896;1.0;12.3;96.0;0.032;27.0;0.26;0.29;6
0.9889;1.2;13.0;131.0;0.032;38.0;0.33;0.28;6
0.9912;2.8;12.0;164.0;0.038;10.0;0.3;0.35;6
0.9926;1.7;10.9;110.0;0.035;23.0;0.29;0.31;5
0.9911;4.1;12.8;100.0;0.03;31.0;0.42;0.29;7
0.9964;6.3;10.0;231.0;0.054;34.0;0.19;0.24;6
0.9974;11.5;9.0;165.0;0.033;35.0;0.32;0.12;5
0.9944;1.5;10.4;84.0;0.034;13.0;0.32;0.4;5
0.9974;11.5;9.0;165.0;0.033;35.0;0.32;0.12;5
0.9964;6.3;10.0;231.0;0.054;34.0;0.19;0.24;6
0.9963;6.3;10.0;240.0;0.051;35.0;0.17;0.23;6
0.9948;11.2;11.3;167.0;0.031;41.0;0.44;0.24;7
0.9948;11.2;11.3;167.0;0.031;41.0;0.44;0.24;7
0.9953;15.1;12.0;153.0;0.03;34.0;0.49;0.24;7
0.9948;11.2;11.3;167.0;0.031;41.0;0.44;0.24;7
0.9953;15.1;12.0;153.0;0.03;34.0;0.49;0.24;7
0.9949;5.6;10.6;160.0;0.044;43.0;0.21;0.3;6
0.9988;12.6;9.3;213.0;0.211;37.0;0.55;0.42;5
0.9954;5.7;9.4;104.0;0.123;27.0;0.19;0.23;6
0.992;2.2;11.0;102.0;0.037;37.0;0.24;0.29;7
0.9984;11.0;9.3;247.0;0.052;53.0;0.34;0.36;6
0.9954;5.7;9.4;104.0;0.123;27.0;0.19;0.23;6
0.9926;1.0;10.5;164.0;0.054;24.0;0.18;0.33;5
0.992;2.2;11.0;102.0;0.037;37.0;0.24;0.29;7
0.9976;11.8;9.5;249.0;0.039;96.0;0.18;0.31;6
0.9972;7.8;11.2;139.0;0.059;32.0;0.28;0.45;6
0.991;4.7;12.3;94.0;0.029;21.0;0.34;0.46;6
0.998;11.5;9.0;157.0;0.049;44.0;0.44;0.2;5
0.9966;7.9;9.0;180.0;0.041;62.0;0.26;0.58;5
0.998;11.5;9.0;157.0;0.049;44.0;0.44;0.2;5
1.0007;17.8;9.0;243.0;0.052;34.0;0.49;0.57;5
0.992;1.7;11.4;189.0;0.042;48.0;0.24;0.25;6
0.9925;1.6;11.0;181.0;0.046;50.0;0.25;0.25;7
0.991;4.7;12.3;94.0;0.029;21.0;0.34;0.46;6
0.9934;1.6;10.4;127.0;0.049;36.0;0.18;0.31;7
0.9955;2.4;10.3;107.0;0.058;16.0;0.27;0.39;5
0.9944;6.4;10.5;172.0;0.048;44.0;0.24;0.35;7
0.9981;14.0;9.8;197.0;0.053;83.0;0.22;0.28;6
0.9968;1.6;10.0;181.0;0.056;34.0;0.91;0.42;4
0.9946;1.6;9.7;176.0;0.056;13.0;0.34;0.34;5
0.9946;1.4;9.7;171.0;0.056;14.0;0.33;0.34;5
0.9981;14.0;9.8;197.0;0.053;83.0;0.22;0.28;6
0.9946;4.7;10.5;161.0;0.046;57.0;0.18;0.19;6
0.997;10.2;10.0;186.0;0.054;78.0;0.2;0.28;6
0.9924;2.3;11.5;104.0;0.054;22.0;0.13;0.31;7
0.9958;7.8;9.5;202.0;0.049;57.0;0.28;0.3;5
0.994;2.4;10.5;122.0;0.042;25.0;0.25;0.3;6
0.9958;8.3;10.2;142.0;0.255;28.0;0.36;0.44;6
0.9984;13.9;9.8;199.0;0.05;45.0;0.27;0.25;6
0.9948;13.8;11.6;137.0;0.031;34.0;0.37;0.28;6
0.9932;7.3;11.8;144.0;0.031;41.0;0.21;0.27;7
0.9952;8.5;10.1;140.0;0.035;41.0;0.18;0.28;7
0.9924;1.8;10.3;163.0;0.049;35.0;0.19;0.21;6
0.9945;5.1;10.4;168.0;0.048;38.0;0.21;0.22;6
0.9976;16.05;8.9;166.0;0.047;26.0;0.33;0.2;5
0.9976;16.05;8.9;166.0;0.047;26.0;0.33;0.2;5
0.9938;7.35;10.8;154.0;0.034;37.0;0.29;0.31;5
0.9997;16.05;9.2;165.0;0.058;16.0;0.31;0.38;5
0.994;2.0;9.6;140.0;0.053;48.0;0.19;0.3;6
0.9921;1.2;10.4;78.0;0.032;21.0;0.2;0.36;6
0.9986;14.0;8.7;248.0;0.043;41.0;0.25;0.26;6
0.9987;16.2;9.2;103.0;0.043;14.0;0.2;0.61;6
0.9991;14.3;9.2;213.0;0.045;45.0;0.3;0.42;5
0.9987;16.2;9.2;103.0;0.043;14.0;0.2;0.61;6
0.9991;14.3;9.2;213.0;0.045;45.0;0.3;0.42;5
0.9991;14.3;9.2;213.0;0.045;45.0;0.3;0.42;5
0.9948;7.9;10.2;124.0;0.029;34.0;0.22;0.32;5
0.9987;16.2;9.2;103.0;0.043;14.0;0.2;0.61;6
0.993;1.0;9.0;107.0;0.036;39.0;0.53;0.02;5
0.9988;13.6;9.7;178.0;0.05;41.0;0.24;0.41;5
1.0;17.85;9.6;185.0;0.049;50.0;0.24;0.4;5
0.9932;1.3;10.0;112.0;0.036;24.0;0.15;0.4;5
0.9991;14.3;9.2;213.0;0.045;45.0;0.3;0.42;5
0.9989;13.7;9.1;197.0;0.045;44.0;0.33;0.41;5
1.0;18.3;8.7;142.0;0.046;40.0;0.24;0.31;5
1.0;18.3;8.7;142.0;0.046;40.0;0.24;0.31;5
0.9952;6.5;9.5;161.0;0.056;31.0;0.35;0.44;5
0.9969;10.3;9.5;212.0;0.039;73.0;0.26;0.33;6
0.9966;8.1;8.9;166.0;0.037;53.0;0.29;0.67;6
0.9966;8.1;8.9;166.0;0.037;53.0;0.29;0.67;6
0.9976;8.6;9.9;89.0;0.053;15.0;0.31;0.41;6
0.99;1.9;12.6;104.0;0.03;41.0;0.44;0.31;7
0.9988;14.1;9.7;166.0;0.033;45.0;0.23;0.27;6
0.9942;7.9;10.4;118.0;0.039;14.0;0.21;0.3;5
0.9984;10.7;9.1;183.0;0.04;26.0;0.23;0.35;6
0.9932;1.2;10.4;106.0;0.04;25.0;0.34;0.27;5
0.9969;10.3;9.5;212.0;0.039;73.0;0.26;0.33;6
0.9966;8.1;8.9;166.0;0.037;53.0;0.29;0.67;6
0.9933;1.9;10.6;120.0;0.037;16.0;0.28;0.35;5
0.9916;2.7;12.0;158.0;0.029;64.0;0.37;0.3;7
0.9914;5.7;12.5;98.0;0.038;26.0;0.36;0.36;7
0.9966;9.3;9.6;126.0;0.062;40.0;0.13;0.34;5
0.9958;8.1;9.2;180.0;0.045;54.0;0.25;0.36;5
0.9926;1.3;9.9;71.0;0.041;20.0;0.18;0.26;6
0.9939;8.5;11.7;112.0;0.036;20.0;0.3;0.27;6
0.9953;2.1;9.6;153.0;0.049;21.0;0.23;0.3;6
0.9906;3.5;12.0;135.0;0.033;27.0;0.43;0.3;6
0.9914;5.7;12.5;98.0;0.038;26.0;0.36;0.36;7
0.9958;8.1;9.2;180.0;0.045;54.0;0.25;0.36;5
0.9926;1.3;9.9;71.0;0.041;20.0;0.18;0.26;6
0.9991;14.4;8.9;177.0;0.044;54.0;0.35;0.29;6
0.9994;13.7;9.0;189.0;0.049;56.0;0.22;0.5;6
0.9976;11.1;10.2;158.0;0.052;52.5;0.26;0.33;7
0.9966;9.3;9.6;126.0;0.062;40.0;0.13;0.34;5
0.9953;4.9;9.4;127.0;0.055;27.0;0.12;0.19;5
0.9923;1.7;10.4;59.0;0.028;10.0;0.37;0.27;5
0.993;1.6;10.4;106.0;0.032;6.0;0.26;0.36;4
0.9931;1.4;10.0;97.0;0.204;15.0;0.2;0.58;6
0.9932;1.4;10.0;96.0;0.208;14.0;0.22;0.57;6
0.9926;1.6;10.5;169.0;0.052;46.0;0.25;0.28;5
0.9938;6.8;11.4;193.0;0.047;47.0;0.27;0.32;6
0.9966;9.7;10.2;172.0;0.036;46.0;0.34;0.33;5
0.9974;10.5;10.4;228.0;0.043;49.0;0.27;0.34;6
0.9924;2.0;11.0;307.5;0.047;146.5;0.49;0.22;3
0.9948;6.2;10.1;93.0;0.042;15.0;0.71;0.23;6
0.9964;8.3;9.2;182.0;0.083;27.0;0.47;0.65;5
0.9924;1.6;10.3;87.0;0.04;25.0;0.28;0.36;6
0.9966;9.7;10.2;172.0;0.036;46.0;0.34;0.33;5
0.9974;10.5;10.4;228.0;0.043;49.0;0.27;0.34;6
0.9938;4.6;11.1;172.0;0.08;34.0;0.13;0.27;7
0.9928;1.2;9.9;84.0;0.031;27.0;0.16;0.35;5
0.9959;7.6;9.0;143.0;0.052;35.0;0.31;0.32;5
1.0001;15.0;8.6;256.0;0.052;35.0;0.36;0.57;5
0.9959;7.6;9.0;143.0;0.052;35.0;0.31;0.32;5
1.0001;15.0;8.6;256.0;0.052;35.0;0.36;0.57;5
0.9968;11.6;9.5;195.0;0.041;48.0;0.25;0.44;5
0.9932;1.1;9.0;197.0;0.051;61.0;0.45;0.42;5
0.9954;7.8;10.0;152.0;0.049;39.0;0.26;0.3;6
0.9992;12.0;9.0;158.0;0.066;57.0;0.22;0.32;6
0.9932;1.1;9.0;197.0;0.051;61.0;0.45;0.42;5
0.9939;1.4;10.2;135.0;0.046;37.0;0.19;0.31;7
0.9952;6.7;9.6;160.0;0.054;29.0;0.31;0.44;5
0.9996;17.2;9.7;219.0;0.036;49.0;0.25;0.13;5
0.9966;1.4;10.2;185.0;0.046;34.0;1.005;0.46;4
0.9925;8.2;13.0;142.0;0.028;29.0;0.31;0.36;7
0.996;4.3;10.8;172.0;0.044;49.0;0.24;0.38;6
0.9996;17.2;9.7;219.0;0.036;49.0;0.25;0.13;5
0.9973;11.1;9.0;169.0;0.063;66.0;0.29;0.28;5
0.9937;1.1;9.9;63.0;0.027;16.0;0.15;0.33;5
0.9966;7.2;9.2;89.0;0.058;22.0;0.12;0.32;6
1.0017;16.6;8.7;238.0;0.056;53.0;0.32;0.55;6
0.993;1.0;10.1;91.0;0.024;13.0;0.17;0.31;5
0.993;1.0;10.1;91.0;0.024;13.0;0.17;0.31;5
0.9959;1.3;9.5;123.0;0.039;21.0;0.21;0.47;5
0.9958;1.4;9.9;99.0;0.041;11.0;0.21;0.48;5
1.0017;16.6;8.7;238.0;0.056;53.0;0.32;0.55;6
0.9958;6.9;9.0;173.0;0.046;50.0;0.31;0.42;5
0.9979;13.3;8.6;163.0;0.076;50.0;0.27;0.28;6
0.9941;8.1;10.5;114.0;0.047;13.0;0.21;0.3;6
0.997;9.2;9.5;186.0;0.044;53.0;0.23;0.35;7
0.9934;1.4;10.1;142.0;0.047;41.0;0.2;0.31;6
0.9927;3.2;11.7;164.0;0.03;49.0;0.41;0.3;7
0.9944;2.5;10.7;116.0;0.036;32.0;0.49;0.43;6
0.9927;3.2;11.7;164.0;0.03;49.0;0.41;0.3;7
0.9963;4.5;9.2;133.0;0.086;37.0;0.2;0.26;5
1.0011;18.35;8.8;139.0;0.084;33.0;0.26;0.26;5
1.0011;18.35;8.8;139.0;0.084;33.0;0.26;0.26;5
0.9959;7.8;9.5;197.0;0.048;76.0;0.27;0.35;6
0.9973;7.0;10.2;208.0;0.057;35.0;0.28;0.37;5
0.9966;6.3;9.1;143.0;0.048;30.0;0.2;0.27;6
0.9932;1.2;10.5;103.0;0.044;23.0;0.33;0.26;6
0.9984;12.8;9.0;184.0;0.042;57.0;0.38;0.5;6
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
1.0006;16.65;9.1;181.0;0.049;48.0;0.19;0.58;6
0.9937;1.9;10.1;151.0;0.047;27.0;0.16;0.41;6
0.9954;7.7;10.0;176.0;0.043;57.0;0.22;0.28;5
0.997;10.4;9.5;201.0;0.043;63.0;0.22;0.32;6
0.9912;3.3;12.3;102.0;0.034;30.0;0.33;0.3;7
0.9939;1.1;9.1;110.0;0.054;5.0;0.43;0.27;4
0.999;14.2;8.9;212.5;0.056;53.0;0.2;0.3;8
0.9957;6.3;9.6;103.0;0.057;17.0;0.12;0.28;5
0.9926;5.25;11.6;180.0;0.053;33.0;0.3;0.22;6
0.9994;14.6;8.8;168.0;0.043;47.0;0.28;0.33;6
1.0004;11.8;8.9;170.0;0.055;51.0;0.2;0.38;6
0.9994;14.6;8.8;168.0;0.043;47.0;0.28;0.33;6
1.0004;11.8;8.9;170.0;0.055;51.0;0.2;0.38;6
1.0004;11.8;8.9;170.0;0.055;51.0;0.2;0.38;6
1.0002;17.3;9.0;197.0;0.055;32.0;0.18;0.31;6
0.9922;1.4;10.0;145.0;0.04;56.0;0.31;0.09;5
0.9922;1.3;10.0;147.0;0.038;58.0;0.31;0.08;5
0.9934;1.6;11.1;154.0;0.047;43.0;0.17;0.35;6
0.9926;5.25;11.6;180.0;0.053;33.0;0.3;0.22;6
0.9941;2.4;10.6;178.0;0.043;58.0;0.26;0.31;6
0.9994;14.6;8.8;168.0;0.043;47.0;0.28;0.33;6
1.0004;11.8;8.9;170.0;0.055;51.0;0.2;0.38;6
0.9924;1.5;10.1;84.0;0.038;16.0;0.18;0.31;6
0.9948;1.8;10.0;159.0;0.043;21.0;0.15;0.39;5
0.9935;7.7;12.2;98.0;0.034;27.0;0.4;0.33;7
0.9918;2.0;11.0;95.0;0.035;20.0;0.25;0.56;6
0.9948;1.8;10.0;159.0;0.043;21.0;0.15;0.39;5
0.9924;1.4;11.1;160.0;0.064;37.0;0.18;0.46;5
0.9979;16.7;10.4;133.0;0.046;38.0;0.32;0.22;6
0.993;8.1;11.8;71.0;0.026;14.0;0.55;0.3;5
0.994;8.0;10.8;84.0;0.028;22.0;0.19;0.39;6
0.991;4.7;12.5;110.0;0.023;28.0;0.41;0.33;7
0.993;8.1;11.8;71.0;0.026;14.0;0.55;0.3;5
0.9922;2.1;11.6;136.0;0.049;12.0;0.2;0.34;7
0.9979;16.7;10.4;133.0;0.046;38.0;0.32;0.22;6
0.9937;6.4;11.5;163.0;0.05;36.0;0.26;0.34;6
0.9928;1.5;10.1;142.0;0.051;46.0;0.21;0.28;6
0.9965;7.6;9.2;215.0;0.04;45.0;0.34;0.39;6
0.9928;1.5;10.1;142.0;0.051;46.0;0.21;0.28;6
0.9991;12.4;9.2;190.0;0.168;29.0;0.43;0.4;5
0.9948;1.3;8.9;149.0;0.16;44.0;0.3;0.71;5
0.9925;1.7;10.1;60.0;0.179;5.0;0.26;0.4;5
0.9958;8.1;8.9;180.0;0.046;51.0;0.32;0.15;5
0.9962;7.1;9.7;150.0;0.037;33.0;0.21;0.34;6
0.9965;7.6;9.2;215.0;0.04;45.0;0.34;0.39;6
0.9951;2.3;11.0;145.0;0.034;22.0;0.42;0.41;6
0.9944;6.5;10.7;160.0;0.042;32.0;0.29;0.26;5
0.9916;1.4;10.8;101.0;0.024;29.0;0.25;0.2;6
0.9987;12.7;9.8;183.0;0.049;50.0;0.23;0.33;5
0.9928;1.6;11.0;124.0;0.038;11.0;0.35;0.36;5
